TIME    TEMP   VCCINT   VCCBRAM   VCCAUX   VP     VN    VAUXP[0]   VAUXN[0]   VAUXP[1]   VAUXN[1]   VAUXP[2]   VAUXN[2]   VAUXP[3]   VAUXN[3]   VAUXP[4]   VAUXN[4]   VAUXP[5]   VAUXN[5]   VAUXP[6]   VAUXN[6]   VAUXP[7]   VAUXN[7]   VAUXP[8]   VAUXN[8]   VAUXP[9]   VAUXN[9]   VAUXP[10]   VAUXN[10]   VAUXP[11]   VAUXN[11]   VAUXP[12]   VAUXN[12]   VAUXP[13]   VAUXN[13]   VAUXP[14]   VAUXN[14]   VAUXP[15]   VAUXN[15]   VUSER0   VUSER1   VUSER2   VUSER3
0 0.50  0.50  0.50  0.50  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.50  0.50  1.84  1.84 //
5037 0.50  0.50  0.50  0.50  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.51  0.51  1.84  1.84 //
10075 0.50  0.51  0.51  0.51  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.51  0.52  1.84  1.84 //
15112 0.50  0.51  0.51  0.51  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.52  0.52  1.84  1.84 //
20150 0.51  0.51  0.51  0.52  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.53  0.53  1.84  1.84 //
25187 0.51  0.52  0.52  0.52  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.53  0.54  1.84  1.84 //
30225 0.51  0.52  0.52  0.53  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.54  0.55  1.84  1.84 //
35262 0.51  0.52  0.52  0.53  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.54  0.56  1.84  1.84 //
40300 0.51  0.53  0.53  0.54  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.55  0.56  1.84  1.84 //
45337 0.51  0.53  0.53  0.54  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.56  0.57  1.84  1.84 //
50375 0.52  0.53  0.53  0.55  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.56  0.58  1.84  1.84 //
55412 0.52  0.53  0.53  0.55  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.57  0.59  1.84  1.84 //
60450 0.52  0.54  0.54  0.56  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.58  0.59  1.84  1.84 //
65487 0.52  0.54  0.54  0.56  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.58  0.60  1.84  1.84 //
70525 0.52  0.54  0.54  0.57  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.59  0.61  1.84  1.84 //
75562 0.52  0.55  0.55  0.57  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.59  0.62  1.84  1.84 //
80600 0.53  0.55  0.55  0.58  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.60  0.63  1.84  1.84 //
85637 0.53  0.55  0.55  0.58  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.61  0.63  1.84  1.84 //
90675 0.53  0.56  0.56  0.59  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.61  0.64  1.84  1.84 //
95712 0.53  0.56  0.56  0.59  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.62  0.65  1.84  1.84 //
100750 0.53  0.56  0.56  0.59  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.63  0.66  1.84  1.84 //
105787 0.53  0.57  0.57  0.60  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.63  0.66  1.84  1.84 //
110825 0.53  0.57  0.57  0.60  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.64  0.67  1.84  1.84 //
115862 0.54  0.57  0.57  0.61  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.64  0.68  1.84  1.84 //
120900 0.54  0.58  0.58  0.61  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.65  0.69  1.84  1.84 //
125937 0.54  0.58  0.58  0.62  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.66  0.69  1.84  1.84 //
130975 0.54  0.58  0.58  0.62  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.66  0.70  1.84  1.84 //
136012 0.54  0.59  0.59  0.63  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.67  0.71  1.84  1.84 //
141050 0.54  0.59  0.59  0.63  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.67  0.71  1.84  1.84 //
146087 0.55  0.59  0.59  0.64  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.68  0.72  1.84  1.84 //
151125 0.55  0.59  0.59  0.64  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.69  0.73  1.84  1.84 //
156162 0.55  0.60  0.60  0.65  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.69  0.74  1.84  1.84 //
161200 0.55  0.60  0.60  0.65  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.70  0.74  1.84  1.84 //
166237 0.55  0.60  0.60  0.65  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.70  0.75  1.84  1.84 //
171275 0.55  0.61  0.61  0.66  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.71  0.76  1.84  1.84 //
176312 0.56  0.61  0.61  0.66  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.71  0.76  1.84  1.84 //
181350 0.56  0.61  0.61  0.67  1.8  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.5  0  0.72  0.77  1.84  1.84 //
