2020-10-29 15:06:51,120 - root - INFO - Start testAll
2020-10-29 15:06:51,120 - root - INFO - Board serial number = I0610-01-R00,S/20772/1-001,0360
2020-10-29 15:06:53,126 - root - INFO - CRU Version: AC12387
2020-10-29 15:06:53,126 - root - INFO - RDO Version: BED27B3
2020-10-29 15:06:53,128 - root - INFO - DNA = 0x40020001012947641c7141c5
2020-10-29 15:06:54,684 - root - INFO - Fixedpattern GBTx0(address=374)=0xa5
2020-10-29 15:06:54,685 - root - INFO - Fixedpattern GBTx1(address=374)=0xa5
2020-10-29 15:06:54,687 - root - INFO - Fixedpattern GBTx2(address=374)=0xa5
2020-10-29 15:06:56,720 - root - INFO - GBTx0 locked to CRU
2020-10-29 15:06:56,783 - root - INFO - GBTx2 locked to CRU
2020-10-29 15:06:56,785 - root - INFO - GBTx0(adres=367=testFuse1) = 0x73
2020-10-29 15:06:56,785 - root - INFO - GBTx0(adres=368=testFuse2) = 0x9b
2020-10-29 15:06:56,786 - root - INFO - GBTx1(adres=367=testFuse1) = 0x8f
2020-10-29 15:06:56,787 - root - INFO - GBTx1(adres=368=testFuse2) = 0x9b
2020-10-29 15:06:56,788 - root - INFO - GBTx2(adres=367=testFuse1) = 0x81
2020-10-29 15:06:56,788 - root - INFO - GBTx2(adres=368=testFuse2) = 0x9b
2020-10-29 15:06:56,788 - root - INFO - Number of FEC Errors at start of test = 0
2020-10-29 15:06:58,792 - root - INFO - MGT status: (8, {'init_done': 0, 'reset_rx_done': 0, 'link_status': 0, 'link_down_latched': 1})
2020-10-29 15:06:58,793 - root - INFO - MGT errors: 0
2020-10-29 15:06:58,794 - root - INFO - read_prbs_locked: MGT locked 0xfffffff
2020-10-29 15:06:58,794 - root - INFO - Disable DCLK
2020-10-29 15:06:58,794 - root - INFO - reset all prbs  receivers
2020-10-29 15:06:58,794 - root - INFO - clear all prbs error counters
2020-10-29 15:06:58,794 - root - INFO - inject errors
2020-10-29 15:06:58,795 - root - INFO - wait 5.0 seconds
2020-10-29 15:07:03,800 - root - INFO - sleep done
2020-10-29 15:07:03,801 - root - INFO - OK, smaError 6
2020-10-29 15:07:03,801 - root - INFO - OK, headerJ13Error0 6
2020-10-29 15:07:03,802 - root - INFO - OK, headerJ13Error1 12
2020-10-29 15:07:03,802 - root - INFO - OK, headerJ13Error2 18
2020-10-29 15:07:03,803 - root - INFO - OK, headerJ13Error3 24
2020-10-29 15:07:03,804 - root - INFO - OK, headerJ13Error4 30
2020-10-29 15:07:03,804 - root - INFO - OK, PA3headerJ14Error0 6
2020-10-29 15:07:03,804 - root - INFO - OK, PA3headerJ14Error1 12
2020-10-29 15:07:03,804 - root - INFO - OK, PA3headerJ14Error2 18
2020-10-29 15:07:03,804 - root - INFO - OK, PA3headerJ14Error3 24
2020-10-29 15:07:03,805 - root - INFO - OK, PA3headerJ14Error4 30
2020-10-29 15:07:03,805 - root - INFO - OK, PA3Error0 6
2020-10-29 15:07:03,805 - root - INFO - OK, PA3Error1 12
2020-10-29 15:07:03,805 - root - INFO - OK, PA3Error2 18
2020-10-29 15:07:03,805 - root - INFO - OK, PA3Error3 24
2020-10-29 15:07:03,805 - root - INFO - OK, PA3Error4 30
2020-10-29 15:07:03,805 - root - INFO - OK, PA3Error5 6
2020-10-29 15:07:03,806 - root - INFO - OK, PA3Error6 12
2020-10-29 15:07:03,806 - root - INFO - OK, PA3Error7 18
2020-10-29 15:07:03,806 - root - INFO - OK, PA3Error8 24
2020-10-29 15:07:03,806 - root - INFO - OK, PA3Error9 30
2020-10-29 15:07:03,806 - root - INFO - OK, DCTRLerror0 6
2020-10-29 15:07:03,806 - root - INFO - OK, DCTRLerror1 12
2020-10-29 15:07:03,807 - root - INFO - OK, DCTRLerror2 18
2020-10-29 15:07:03,807 - root - INFO - OK, DCTRLerror3 24
2020-10-29 15:07:03,807 - root - INFO - OK, DCTRLerror4 30
2020-10-29 15:07:03,807 - root - INFO - OK, DCLKBerror0 0
2020-10-29 15:07:03,807 - root - INFO - OK, DCLKBerror1 0
2020-10-29 15:07:03,807 - root - INFO - OK, DCLKBerror2 0
2020-10-29 15:07:03,807 - root - INFO - OK, DCLKBerror3 0
2020-10-29 15:07:03,808 - root - INFO - OK, DCLKBerror4 0
2020-10-29 15:07:03,808 - root - INFO - OK, DCLKCerror0 0
2020-10-29 15:07:03,808 - root - INFO - OK, DCLKCerror1 0
2020-10-29 15:07:03,808 - root - INFO - OK, DCLKCerror2 0
2020-10-29 15:07:03,808 - root - INFO - OK, DCLKCerror3 0
2020-10-29 15:07:03,808 - root - INFO - OK, DCLKCerror4 0
2020-10-29 15:07:03,808 - root - INFO - OK, AUXerror0 6
2020-10-29 15:07:03,809 - root - INFO - OK, AUXerror1 12
2020-10-29 15:07:03,809 - root - INFO - OK, AUXerror2 18
2020-10-29 15:07:03,809 - root - INFO - OK, AUXerror3 24
2020-10-29 15:07:03,809 - root - INFO - OK, PUerror0 6
2020-10-29 15:07:03,809 - root - INFO - OK, PUerror1 12
2020-10-29 15:07:03,809 - root - INFO - OK, PUerror2 18
2020-10-29 15:07:03,809 - root - INFO - OK, PUerror3 24
2020-10-29 15:07:03,809 - root - INFO - OK, PUerror4 30
2020-10-29 15:07:03,810 - root - INFO - OK, PUerror5 36
2020-10-29 15:07:03,810 - root - INFO - OK, PUerror6 42
2020-10-29 15:07:03,810 - root - INFO - OK, PUerror7 48
2020-10-29 15:07:03,810 - root - INFO - Enable DCLK
2020-10-29 15:07:03,810 - root - INFO - reset all prbs  receivers
2020-10-29 15:07:03,810 - root - INFO - clear all prbs error counters
2020-10-29 15:07:03,810 - root - INFO - inject errors
2020-10-29 15:07:03,811 - root - INFO - wait 300 seconds
2020-10-29 15:07:03,811 - root - INFO - Number of GPIO Errors so far = 0
2020-10-29 15:07:03,811 - root - INFO - Number of MGT errors so far = 0
2020-10-29 15:12:04,450 - root - INFO - sleep done
2020-10-29 15:12:04,450 - root - INFO - OK, smaError 6
2020-10-29 15:12:04,451 - root - INFO - OK, headerJ13Error0 6
2020-10-29 15:12:04,452 - root - INFO - OK, headerJ13Error1 12
2020-10-29 15:12:04,452 - root - INFO - OK, headerJ13Error2 18
2020-10-29 15:12:04,453 - root - INFO - OK, headerJ13Error3 24
2020-10-29 15:12:04,454 - root - INFO - OK, headerJ13Error4 30
2020-10-29 15:12:04,454 - root - INFO - OK, PA3headerJ14Error0 6
2020-10-29 15:12:04,455 - root - INFO - OK, PA3headerJ14Error1 12
2020-10-29 15:12:04,455 - root - INFO - OK, PA3headerJ14Error2 18
2020-10-29 15:12:04,456 - root - INFO - OK, PA3headerJ14Error3 24
2020-10-29 15:12:04,456 - root - INFO - OK, PA3headerJ14Error4 30
2020-10-29 15:12:04,457 - root - INFO - OK, PA3Error0 6
2020-10-29 15:12:04,457 - root - INFO - OK, PA3Error1 12
2020-10-29 15:12:04,458 - root - INFO - OK, PA3Error2 18
2020-10-29 15:12:04,458 - root - INFO - OK, PA3Error3 24
2020-10-29 15:12:04,459 - root - INFO - OK, PA3Error4 30
2020-10-29 15:12:04,460 - root - INFO - OK, PA3Error5 6
2020-10-29 15:12:04,460 - root - INFO - OK, PA3Error6 12
2020-10-29 15:12:04,461 - root - INFO - OK, PA3Error7 18
2020-10-29 15:12:04,461 - root - INFO - OK, PA3Error8 24
2020-10-29 15:12:04,462 - root - INFO - OK, PA3Error9 30
2020-10-29 15:12:04,462 - root - INFO - OK, DCTRLerror0 6
2020-10-29 15:12:04,463 - root - INFO - OK, DCTRLerror1 12
2020-10-29 15:12:04,464 - root - INFO - OK, DCTRLerror2 18
2020-10-29 15:12:04,464 - root - INFO - OK, DCTRLerror3 24
2020-10-29 15:12:04,465 - root - INFO - OK, DCTRLerror4 30
2020-10-29 15:12:04,465 - root - INFO - OK, DCLKBerror0 6
2020-10-29 15:12:04,466 - root - INFO - OK, DCLKBerror1 12
2020-10-29 15:12:04,466 - root - INFO - OK, DCLKBerror2 18
