2020-10-28 14:56:40,402 - root - INFO - Start testAll
2020-10-28 14:56:40,402 - root - INFO - Board serial number = I0610-01-R00,S/20772/1-001,0361
2020-10-28 14:56:42,409 - root - INFO - CRU Version: AC12387
2020-10-28 14:56:42,409 - root - INFO - RDO Version: BED27B3
2020-10-28 14:56:42,412 - root - INFO - DNA = 0x40020001012947641d212485
2020-10-28 14:56:43,964 - root - INFO - Fixedpattern GBTx0(address=374)=0xa5
2020-10-28 14:56:43,965 - root - INFO - Fixedpattern GBTx1(address=374)=0xa5
2020-10-28 14:56:43,967 - root - INFO - Fixedpattern GBTx2(address=374)=0xa5
2020-10-28 14:56:48,008 - root - INFO - GBTx0 locked to CRU
2020-10-28 14:56:48,010 - root - INFO - GBTx2 locked to CRU
2020-10-28 14:56:48,012 - root - INFO - GBTx0(adres=367=testFuse1) = 0xd9
2020-10-28 14:56:48,012 - root - INFO - GBTx0(adres=368=testFuse2) = 0x96
2020-10-28 14:56:48,014 - root - INFO - GBTx1(adres=367=testFuse1) = 0x68
2020-10-28 14:56:48,015 - root - INFO - GBTx1(adres=368=testFuse2) = 0x9b
2020-10-28 14:56:48,017 - root - INFO - GBTx2(adres=367=testFuse1) = 0xac
2020-10-28 14:56:48,017 - root - INFO - GBTx2(adres=368=testFuse2) = 0x9c
2020-10-28 14:56:48,019 - root - INFO - Number of FEC Errors at start of test = 0
2020-10-28 14:56:50,023 - root - INFO - MGT status: (8, {'init_done': 0, 'reset_rx_done': 0, 'link_status': 0, 'link_down_latched': 1})
2020-10-28 14:56:50,024 - root - INFO - MGT errors: 0
2020-10-28 14:56:50,024 - root - INFO - read_prbs_locked: MGT locked 0xfffffff
2020-10-28 14:56:50,025 - root - INFO - Disable DCLK
2020-10-28 14:56:50,025 - root - INFO - reset all prbs  receivers
2020-10-28 14:56:50,026 - root - INFO - clear all prbs error counters
2020-10-28 14:56:50,026 - root - INFO - inject errors
2020-10-28 14:56:50,027 - root - INFO - wait 5.0 seconds
2020-10-28 14:56:55,033 - root - INFO - sleep done
2020-10-28 14:56:55,034 - root - INFO - OK, smaError 6
2020-10-28 14:56:55,035 - root - INFO - OK, headerJ13Error0 6
2020-10-28 14:56:55,036 - root - INFO - OK, headerJ13Error1 12
2020-10-28 14:56:55,036 - root - INFO - OK, headerJ13Error2 18
2020-10-28 14:56:55,037 - root - INFO - OK, headerJ13Error3 24
2020-10-28 14:56:55,038 - root - INFO - OK, headerJ13Error4 30
2020-10-28 14:56:55,038 - root - INFO - OK, PA3headerJ14Error0 6
2020-10-28 14:56:55,039 - root - INFO - OK, PA3headerJ14Error1 12
2020-10-28 14:56:55,040 - root - INFO - OK, PA3headerJ14Error2 18
2020-10-28 14:56:55,040 - root - INFO - OK, PA3headerJ14Error3 24
2020-10-28 14:56:55,041 - root - INFO - OK, PA3headerJ14Error4 30
2020-10-28 14:56:55,041 - root - INFO - OK, PA3Error0 6
2020-10-28 14:56:55,042 - root - INFO - OK, PA3Error1 12
2020-10-28 14:56:55,042 - root - INFO - OK, PA3Error2 18
2020-10-28 14:56:55,043 - root - INFO - OK, PA3Error3 24
2020-10-28 14:56:55,044 - root - INFO - OK, PA3Error4 30
2020-10-28 14:56:55,044 - root - INFO - OK, PA3Error5 6
2020-10-28 14:56:55,045 - root - INFO - OK, PA3Error6 12
2020-10-28 14:56:55,046 - root - INFO - OK, PA3Error7 18
2020-10-28 14:56:55,047 - root - INFO - OK, PA3Error8 24
2020-10-28 14:56:55,047 - root - INFO - OK, PA3Error9 30
2020-10-28 14:56:55,048 - root - INFO - OK, DCTRLerror0 6
2020-10-28 14:56:55,049 - root - INFO - OK, DCTRLerror1 12
2020-10-28 14:56:55,050 - root - INFO - OK, DCTRLerror2 18
2020-10-28 14:56:55,050 - root - INFO - OK, DCTRLerror3 24
2020-10-28 14:56:55,051 - root - INFO - OK, DCTRLerror4 30
2020-10-28 14:56:55,052 - root - INFO - OK, DCLKBerror0 0
2020-10-28 14:56:55,053 - root - INFO - OK, DCLKBerror1 0
